lat,lon,surface,code_culture,value
43.46032,0.39206,0.99,BTH,9979
43.39818,0.39619,2.11,TRN,18462
43.40913,0.39536,1.56,TRN,13650
43.41112,0.39564,5.38,MIS,57404
43.41006,0.39611,2.82,MIS,30089
43.40262,0.39742,4.8,MIS,51216
43.41284,0.39752,6.03,TTH,52340
43.40854,0.39947,3.25,MIS,34677
43.41478,0.39543,0.5,SOJ,8700
43.42225,0.39628,4.19,MIS,44707
43.42566,0.39549,11.31,SOJ,196794
43.42956,0.39446,2.33,MIS,24861
43.42758,0.39555,6.13,TRN,53637
43.42883,0.39589,2.0,MIS,21340
43.41992,0.39713,2.25,SOJ,39150
43.41562,0.39652,3.76,MIS,40119
43.43053,0.3967,0.36,TRN,3149
43.43167,0.39719,4.25,BTH,42839
43.39977,0.39957,10.86,TRN,95025
43.41416,0.39742,5.45,SOJ,94830
43.40619,0.4013,34.15,SOJ,594210
43.41673,0.39768,6.95,MIS,74156
43.41805,0.39915,11.21,BTH,112996
43.4292,0.3976,1.88,TTH,16318
43.4258,0.39935,5.72,MIS,61032
43.42906,0.39869,1.36,TTH,11804
43.42098,0.40056,8.18,SOJ,142332
43.41894,0.40158,4.69,MIS,50042
43.43082,0.39962,0.69,BTH,6955
43.43176,0.39954,3.81,BTH,38404
43.42988,0.40027,1.79,MIS,19099
43.43322,0.39414,6.48,BTH,65318
43.43988,0.39388,2.23,BTH,22478
43.43681,0.39485,1.6,TRN,14000
43.43882,0.39558,6.17,TRN,53987
43.46008,0.39378,1.5,MIS,16004
43.46108,0.39341,1.16,MIS,12377
43.46436,0.39378,2.02,BTH,20361
43.4588,0.39479,1.47,BTH,14817
43.46796,0.39452,3.67,SOJ,63857
43.43917,0.39778,5.39,MIS,57511
43.43776,0.39954,6.88,MIS,73409
43.46678,0.39616,3.11,BTH,31348
43.46559,0.39653,4.43,TRN,38762
43.46446,0.39865,6.34,TRN,55475
43.46778,0.39773,2.06,BTH,20764
43.47868,0.38583,0.62,TRN,5425
43.47312,0.38714,5.86,MIS,62526
43.4792,0.38697,0.95,MCR,9424
43.47541,0.38852,5.36,SOJ,93264
43.48619,0.38735,4.8,TTH,41663
43.48119,0.38875,2.44,MIS,26034
43.48188,0.38851,0.1,VRC,840
43.49505,0.38492,1.61,FLA,32200
43.49446,0.38811,3.01,SOJ,52373
43.47793,0.38928,0.97,TRN,8487
43.48762,0.39091,3.16,MLG,10112
43.46233,0.41091,1.0,SOJ,17400
43.48528,0.38953,4.29,MIS,45774
43.49028,0.39011,0.69,MLG,2207
43.50324,0.38891,4.07,SOJ,70818
43.48895,0.38983,12.4,MIS,132308
43.49472,0.39045,1.04,SOJ,18096
43.51382,0.39043,1.03,TTH,8940
43.50768,0.38588,5.92,ORH,39723
43.51826,0.38453,7.62,TRN,66675
43.53844,0.38391,4.11,TTH,35674
43.5431,0.38336,14.31,BTH,144244
43.53398,0.38554,1.51,FLA,30200
43.52337,0.38968,6.81,ORH,45695
43.51978,0.38991,2.53,SOJ,44021
43.52494,0.38747,4.78,BTH,48182
43.53716,0.38661,2.31,FLA,46200
43.53559,0.38728,0.09,FLA,1799
43.53974,0.388,5.11,BTH,51508
43.5408,0.38875,2.35,SOJ,40890
43.48509,0.39189,4.25,MIS,45347
43.48622,0.39336,1.83,TTH,15884
43.48133,0.39187,11.08,MIS,118223
43.48672,0.39394,0.3,TTH,2603
43.49042,0.3924,0.29,MLG,928
43.49432,0.39301,5.17,TRN,45237
43.49018,0.39405,1.74,BTH,17539
43.49168,0.3942,2.0,ORH,13420
43.46924,0.3972,5.9,BTH,59472
43.47236,0.39664,4.06,MLG,12992
43.48207,0.39517,4.03,MIS,43000
43.4833,0.39682,2.95,SOJ,51330
43.47432,0.39688,3.62,MLG,11584
43.47622,0.39748,3.87,MIS,41292
43.4729,0.39853,3.39,MLG,10848
43.47518,0.39765,1.18,MIS,12590
43.48902,0.39514,1.98,TTH,17186
43.49126,0.39541,1.99,ORH,13352
43.4932,0.39533,0.71,ORH,4764
43.49786,0.39569,0.74,TTH,6423
43.48806,0.39663,3.44,SOJ,59855
43.59044,0.39544,2.56,BTH,25804
43.48986,0.39696,1.62,MIS,17285
43.4961,0.39769,18.98,TTH,164746
43.49328,0.39737,8.22,MLG,26304
43.5218,0.39105,9.34,SOJ,162516
43.51366,0.39296,1.73,TTH,15016
43.52516,0.39048,1.1,TRN,9625
43.52619,0.39083,6.7,BTH,67536
43.52896,0.39108,9.79,MLG,31328
43.53147,0.39254,5.98,TTH,51906
43.54266,0.39172,1.8,TTH,15623
43.52576,0.3941,2.04,SOJ,35495
43.53028,0.3935,0.23,TTH,1996
43.53261,0.39399,1.15,SOJ,20010
43.54086,0.39233,2.31,TRN,20212
43.53916,0.39257,5.11,SOJ,88914
43.53397,0.39455,2.7,SOJ,46980
43.54236,0.39357,1.78,TRN,15575
43.52946,0.39529,4.65,TTH,40362
43.53226,0.39566,1.69,SOJ,29406
43.53936,0.3947,0.51,TRN,4462
43.53601,0.39532,1.33,TRN,11637
43.53463,0.39543,4.15,TRN,36312
43.5422,0.395,1.54,TRN,13475
43.55329,0.37127,12.53,MIS,133695
43.5612,0.37058,3.28,MIS,34997
43.55153,0.37199,2.7,CZH,35964
43.54642,0.37241,5.19,TRN,45412
43.55687,0.37202,5.92,MIS,63166
43.5621,0.36986,2.96,MIS,31583
43.56477,0.36974,0.73,VRC,6132
43.57967,0.37162,3.13,SOG,31049
43.54339,0.37367,9.0,TRN,78750
43.58794,0.36863,3.56,SOJ,61944
43.6113,0.36841,7.64,BTH,77011
43.60409,0.36889,4.1,BTH,41327
43.60536,0.36887,3.52,BTH,35481
43.59523,0.37253,0.6,TRN,5250
43.59659,0.37228,0.55,TRN,4812
43.59994,0.37045,7.04,BTH,70963
43.6032,0.37031,2.66,MLG,8512
43.60762,0.37066,10.73,BTH,108158
43.60873,0.36927,3.12,BTH,31449
43.61003,0.37041,1.69,BTH,17035
43.6122,0.36988,1.17,MLG,3744
43.67763,0.40464,1.33,ORP,8924
43.59366,0.3739,4.41,ORH,29591
43.59569,0.37403,4.71,CZH,62737
43.09278,0.44282,0.56,MIS,5975
43.60196,0.37308,2.02,BTH,20361
43.60917,0.37227,4.51,MLG,14432
43.59251,0.37431,0.33,VRC,2772
43.54738,0.37741,8.58,TRN,75075
43.55186,0.37942,3.33,BTH,33566
43.55454,0.37862,4.94,TRN,43225
43.54398,0.38004,0.44,BTH,4435
43.54933,0.38069,3.39,MLG,10848
43.55058,0.38217,1.57,MLG,5024
43.59236,0.37629,6.9,BTH,69552
43.59808,0.37675,7.55,CZH,100566
43.59973,0.37371,10.23,CZH,136263
43.60584,0.37403,17.91,MLG,57312
43.59968,0.37572,1.38,CZH,18381
43.60024,0.37645,0.25,CZH,3330
43.60262,0.37619,2.03,ORH,13621
43.5901,0.37845,12.1,BTH,121968
43.6018,0.37682,3.36,CZH,44755
43.60066,0.37829,1.26,CZH,16783
43.60991,0.37772,10.01,BTH,100900
43.60371,0.37918,5.5,MCR,54560
43.60224,0.37964,0.35,CZH,4662
43.07447,0.45074,1.56,MIE,16645
43.62042,0.36869,1.85,BTH,18648
43.67637,0.36692,1.2,CZH,15984
43.62854,0.36973,3.17,VRG,26184
43.64288,0.36678,1.41,BTH,14212
43.64489,0.36643,3.68,ORH,24692
43.64988,0.36562,12.0,BTH,120960
43.64078,0.36757,3.31,BTH,33364
43.64352,0.36807,1.82,BTH,18345
43.61846,0.37015,5.52,TRN,48300
43.62227,0.37043,4.96,ORH,33281
43.62328,0.36969,1.97,TRN,17237
43.6251,0.37046,9.2,TRN,80500
43.68336,0.36565,5.57,CZH,74192
43.63314,0.37008,7.32,BTH,73785
43.62101,0.37167,2.95,BTH,29736
43.6186,0.37293,1.96,TRN,17150
43.62941,0.37173,0.47,VRG,3882
43.64202,0.36962,5.71,BTH,57556
43.65122,0.36904,23.49,SOJ,408726
43.63976,0.37078,5.26,BTH,53020
43.63851,0.37177,1.92,BTH,19353
43.6633,0.36492,6.93,BTH,69854
43.66533,0.36488,5.2,BTH,52416
43.6668,0.36719,2.66,ORH,17848
43.66471,0.36805,1.04,BTH,10483
43.67016,0.36694,3.53,TRN,30887
43.66864,0.36691,5.02,TRN,43925
43.67592,0.36513,7.82,SOJ,136068
43.67402,0.3648,2.22,TRN,19425
43.6679,0.36785,1.97,TRN,17237
43.66454,0.36887,1.21,BTH,12196
43.6671,0.36959,2.2,BTH,22176
43.6771,0.36967,1.22,BTH,12297
43.68564,0.36893,9.69,BTH,97675
43.62006,0.37436,8.55,BTH,86184
43.6271,0.37501,0.36,VRG,2973
43.63486,0.37602,11.08,BTH,111686
43.64646,0.37237,13.05,BTH,131544
43.63783,0.37566,11.85,TRN,103687
43.64436,0.37558,9.99,BTH,100699
43.64984,0.37498,2.05,SOJ,35669
43.64086,0.37748,11.14,SOJ,193836
43.67056,0.37239,14.38,CZH,191541
43.6535,0.37269,7.09,BTH,71467
43.67865,0.3705,2.94,BTH,29635
43.68036,0.372,11.29,SOJ,196446
43.68242,0.37084,10.08,TRN,88200
43.69003,0.37047,15.94,SOJ,277356
43.67484,0.37186,13.25,SOJ,230550
43.67826,0.3731,6.21,BTH,62596
43.68793,0.37072,7.97,BTH,80337
43.65968,0.37644,7.54,MLG,24128
43.6838,0.37352,3.85,BTH,38808
43.68533,0.37436,14.1,BTH,142128
43.5575,0.38335,12.82,MIS,136789
43.67304,0.37508,3.96,SOJ,68904
43.67998,0.37515,1.02,BTH,10281
43.68272,0.37636,5.61,SOJ,97614
43.6864,0.37579,1.29,BTH,13003
43.54752,0.38271,11.93,CZH,158907
43.54556,0.38395,0.64,MIS,6828
43.55975,0.3836,5.37,BTH,54129
43.54766,0.38527,4.27,MIS,45560
43.5553,0.38401,5.58,BTH,56246
43.55266,0.38509,9.3,BTH,93744
43.5486,0.38726,14.83,MIS,158236
43.56006,0.38613,0.98,SOJ,17052
43.5514,0.3871,6.09,SOJ,105966
43.59248,0.38246,11.92,BTH,120153
43.55605,0.38743,2.69,BTH,27115
43.55828,0.38859,1.05,BTH,10584
43.52702,0.40088,4.5,SOJ,78300
43.57334,0.38752,5.44,BTH,54835
43.59582,0.38083,8.94,CZH,119080
43.58673,0.38458,4.08,MIS,43533
43.59887,0.3805,9.08,CZH,120945
43.59982,0.38275,7.97,BTH,80337
43.61618,0.38135,9.3,BTH,93744
43.5867,0.38676,3.89,MIS,41506
43.58864,0.38631,2.39,MIS,25501
43.59016,0.38618,3.27,BTH,32961
43.59208,0.38605,8.52,BTH,85881
43.59514,0.38555,12.1,ORH,81190
43.61178,0.38273,17.44,BTH,175795
43.61112,0.38648,2.57,TRN,22487
43.61334,0.38516,2.34,MLG,7488
43.54823,0.39023,2.74,TRN,23975
43.55928,0.38973,1.55,SOJ,26970
43.56046,0.39056,1.32,SOJ,22968
43.60806,0.38706,2.02,ORH,13554
43.57184,0.38986,3.41,BTH,34372
43.54624,0.39248,4.36,ORH,29255
43.54984,0.39331,9.29,BTH,93643
43.55678,0.39144,6.89,BTH,69451
43.55531,0.39292,1.07,BTH,10785
43.54727,0.39408,2.95,TRN,25812
43.55716,0.39432,0.86,SOJ,14963
43.55809,0.39405,1.51,SOJ,26274
43.072,0.45127,1.84,MIE,19632
43.56252,0.39487,2.52,MIS,26888
43.5631,0.3944,3.78,ORH,25363
43.58393,0.38848,8.89,BTH,89611
43.58768,0.3894,1.3,BTH,13104
43.60342,0.38852,1.59,BTH,16027
43.61669,0.38751,3.08,ORP,20666
43.58562,0.39165,17.31,CZH,230569
43.58687,0.39416,2.01,BTH,20260
43.59392,0.39162,7.01,BTH,70660
43.59146,0.39446,20.33,ORH,136414
43.6023,0.3901,5.16,BTH,52012
43.6055,0.38974,1.44,BTH,14515
43.60074,0.39117,7.15,SOJ,124410
43.60408,0.39058,6.46,BTH,65116
43.61406,0.39042,1.03,MLG,3296
43.607,0.39142,3.26,BTH,32860
43.6154,0.39165,0.86,SOJ,14963
43.62014,0.37995,16.36,TRN,143150
43.61828,0.38225,2.35,TRN,20562
43.65082,0.37966,17.4,BTH,175391
43.63654,0.38172,10.66,TRN,93275
43.64018,0.38004,1.37,SOJ,23838
43.64514,0.37994,4.23,BTH,42638
43.63836,0.38174,2.92,BTH,29433
43.61966,0.38338,1.76,TRN,15400
43.62558,0.38355,0.81,BTH,8164
43.62904,0.38308,7.98,SOJ,138852
43.62792,0.38343,3.59,SOJ,62465
43.62698,0.38412,3.11,SOJ,54114
43.63506,0.38322,1.62,TRN,14175
43.61967,0.38426,1.61,BTH,16228
43.62532,0.38442,4.32,ORP,28987
43.63954,0.38234,1.62,BTH,16329
43.64576,0.38228,8.34,BTH,84067
43.64091,0.38331,6.97,BTH,70257
43.66098,0.37744,1.91,MLG,6112
43.66158,0.37852,4.8,MLG,15360
43.68384,0.3779,0.3,BTH,3024
43.66554,0.37667,4.82,SOJ,83868
43.66726,0.37694,3.32,SOJ,57768
43.6666,0.37731,1.12,MIS,11950
43.66889,0.37835,2.53,BTH,25502
43.67235,0.37808,13.39,SOJ,232986
43.65644,0.37957,5.94,BTH,59875
43.67567,0.37767,7.17,MIS,76503
43.67718,0.37773,6.72,MIS,71702
43.6876,0.37649,0.71,BTH,7156
43.68854,0.37659,1.27,BTH,12801
43.6897,0.37589,7.07,SOJ,123018
43.68457,0.37753,2.67,BTH,26913
43.67898,0.3787,8.9,BTH,89711
43.67402,0.38004,0.61,MIS,6508
43.68652,0.37778,4.87,BTH,49089
43.68787,0.37854,2.0,BTH,20160
43.68887,0.37842,1.37,BTH,13809
43.65389,0.38111,15.65,BTH,157752
43.6591,0.38155,7.41,TRN,64837
43.66838,0.38036,9.28,BTH,93542
43.6648,0.38261,7.14,SOJ,124236
43.67174,0.38121,9.84,BTH,99187
43.65713,0.38321,3.79,MIS,40439
43.66061,0.38327,5.99,TTH,51993
43.68067,0.37933,10.55,SOJ,183570
43.68231,0.37998,0.55,SOJ,9570
43.69023,0.38009,2.3,SOJ,40019
43.6856,0.38118,9.3,MIS,99231
43.68775,0.38067,0.98,BTH,9878
43.6895,0.38072,3.97,SOJ,69078
43.67557,0.38184,4.03,MIS,43000
43.68115,0.38168,2.45,SOJ,42630
43.67436,0.38255,4.95,MIS,52816
43.68362,0.38209,1.0,MIS,10670
43.62178,0.38565,3.85,MIS,41079
43.62032,0.38796,8.91,BTH,89812
43.63213,0.38515,1.54,ORP,10333
43.62664,0.38692,3.53,BTH,35582
43.62855,0.38738,3.0,CZH,39960
43.62763,0.38797,1.35,CZH,17982
43.6389,0.38597,2.71,MCR,26883
43.64402,0.38684,12.9,TRN,112875
43.64926,0.3849,7.89,SOJ,137285
43.6414,0.38684,3.93,BTH,39614
43.65103,0.38601,11.64,MIS,124198
43.62301,0.39027,4.98,MIS,53136
43.62664,0.38949,2.67,BTH,26913
43.62154,0.39097,3.1,MIS,33077
43.6287,0.39086,2.76,CZH,36763
43.64244,0.38917,3.2,CZH,42624
43.63856,0.39014,0.72,MCR,7142
43.63579,0.39098,0.45,ORP,3019
43.64692,0.39013,12.59,BTH,126907
43.65953,0.3849,1.39,MIS,14831
43.65852,0.38505,0.57,MIS,6081
43.67242,0.38384,11.09,TRN,97037
43.6678,0.38535,10.2,CZH,135864
43.65654,0.38575,17.71,MIS,188965
43.65928,0.38602,0.83,MIS,8856
43.67944,0.38391,13.48,BTH,135878
43.68457,0.38305,1.11,MIS,11843
43.68805,0.38345,0.73,SOJ,12702
43.68254,0.38481,6.38,MIS,68074
43.689,0.38265,2.78,BTH,28022
43.68634,0.38469,6.44,BTH,64915
43.6717,0.38764,6.62,BTH,66729
43.46782,0.41103,2.31,SOJ,40194
43.6648,0.38918,2.43,SOJ,42282
43.67008,0.38824,4.72,CZH,62870
43.66584,0.38914,4.03,SOJ,70122
43.6646,0.39007,1.43,SOJ,24882
43.66733,0.38948,3.8,TRN,33250
43.67708,0.38638,7.22,BTH,72777
43.67355,0.38859,8.9,MIS,94963
43.40298,0.40681,5.44,MIS,58044
43.68424,0.38638,5.87,SOJ,102138
43.68214,0.38695,2.98,SOJ,51852
43.69073,0.38514,10.62,TRN,92925
43.68684,0.38625,5.52,MIS,58898
43.68889,0.38595,4.57,BTH,46065
43.6759,0.3889,10.13,MIS,108087
43.67959,0.38856,9.36,SOJ,162863
43.68186,0.38915,2.87,SOJ,49938
43.40282,0.40355,3.28,SOJ,57071
43.40962,0.40228,7.11,TRN,62212
43.4056,0.4034,2.94,SOJ,51156
43.41132,0.40287,7.68,MIS,81945
43.41312,0.40477,9.45,BTH,95256
43.40884,0.4047,1.8,MIS,19206
43.42748,0.40169,2.51,BTH,25300
43.43188,0.40191,3.71,MIS,39585
43.53649,0.39904,0.66,TTH,5728
43.42046,0.40324,3.41,MIS,36384
43.42948,0.40219,4.52,TRN,39550
43.40044,0.40775,0.86,MIS,9176
43.40534,0.40518,2.06,TRN,18025
43.39777,0.40661,3.88,MIS,41399
43.40084,0.40663,0.99,TTH,8593
43.39968,0.40757,1.81,MIE,19312
43.4118,0.40711,7.59,MIS,80985
43.41694,0.40601,10.25,SOJ,178350
43.46918,0.3992,4.13,MIS,44067
43.41892,0.40609,6.83,MIS,72876
43.42108,0.40675,7.67,MIS,81838
43.42676,0.40604,5.38,MIS,57404
43.5398,0.39889,1.67,TTH,14495
43.43052,0.40523,3.4,MLG,10880
43.42804,0.40606,1.9,BTH,19152
43.43844,0.4017,3.19,TRN,27912
43.43362,0.40286,5.94,BTH,59875
43.43572,0.40254,10.84,MIS,115662
43.43838,0.40356,4.01,TRN,35087
43.43331,0.40516,5.43,MIS,57938
43.43889,0.40579,4.58,SOJ,79692
43.39732,0.40936,1.62,TTH,14061
43.40658,0.4079,9.31,MIS,99337
43.40912,0.40806,4.03,MIS,43000
43.39982,0.41023,1.15,BTH,11591
43.4006,0.40997,0.29,MIS,3094
43.4019,0.41047,0.88,TRN,7700
43.40119,0.41054,0.91,TRN,7962
43.40407,0.41045,0.64,MIS,6828
43.40758,0.41054,0.88,MIS,9389
43.40624,0.41066,1.3,MIS,13871
43.4086,0.41065,2.17,MIS,23153
43.41902,0.4081,0.92,TRN,8050
43.41882,0.40871,0.38,MIS,4054
43.42779,0.40817,1.84,TRN,16100
43.42886,0.40837,3.38,TRN,29575
43.4327,0.4082,0.67,SOJ,11658
43.41712,0.40936,9.84,MIS,104992
43.42112,0.41036,10.48,MIS,111821
43.42562,0.4097,14.39,SOJ,250386
43.4297,0.40938,2.02,MIS,21553
43.39765,0.41243,11.2,MIE,119504
43.40449,0.41173,2.93,BTH,29534
43.3996,0.41286,3.38,MIS,36064
43.40483,0.41293,0.25,MIS,2667
43.40644,0.41215,2.87,ORH,19257
43.41334,0.41264,26.64,MIS,284248
43.42322,0.41141,0.96,MIS,10243
43.43322,0.4079,0.93,SOJ,16182
43.43462,0.4081,2.61,SOJ,45413
43.42803,0.41054,5.13,BTH,51710
