lat,lon,surface,code_culture,value
45.78532,-0.17555,4.75,CZH,63270
45.7886,-0.17602,0.31,CZH,4129
45.78922,-0.17624,0.9,CZH,11988
45.79824,-0.17868,2.5,TRN,21875
45.80104,-0.17879,4.83,VRC,40571
45.8064,-0.17928,1.35,ORP,9058
45.80032,-0.17797,0.66,VRC,5544
45.80218,-0.17829,0.5,VRC,4199
45.80504,-0.17825,5.33,TRN,46637
45.8093,-0.17972,0.97,VRN,8148
45.80934,-0.17934,0.25,TRN,2187
45.81282,-0.17993,1.26,BTH,12700
45.81526,-0.17995,2.41,VRC,20244
45.81046,-0.17953,8.02,TRN,70174
45.80006,-0.17757,0.79,VRC,6636
45.80118,-0.17688,1.8,VRC,15120
45.8053,-0.178,0.63,VRC,5292
45.79804,-0.17606,4.97,BTH,50097
45.8007,-0.1763,0.76,VRC,6384
45.80682,-0.17671,1.94,VRN,16296
45.80526,-0.17607,0.95,VRC,7979
45.81462,-0.17784,2.44,VRC,20496
45.79156,-0.17495,4.12,TTH,35761
45.79594,-0.17481,7.14,VRC,59975
45.79354,-0.17492,0.6,BTH,6048
45.78698,-0.17316,1.06,TRN,9275
45.78255,-0.1717,2.42,ORH,16238
45.79125,-0.17339,0.95,BTH,9575
45.80232,-0.1737,5.27,VRC,44267
45.80052,-0.17319,1.97,VRC,16548
45.80936,-0.17484,1.95,TRN,17062
45.8288,-0.18214,7.27,BTH,73281
45.82286,-0.18001,0.52,VRC,4367
45.79732,-0.17365,2.37,VRN,19908
45.795,-0.17296,5.79,MIS,61779
45.8012,-0.17559,1.8,VRC,15120
45.80664,-0.17566,1.2,VRC,10079
45.80324,-0.17504,0.3,VRN,2519
45.81041,-0.1752,4.45,VRC,37380
45.81381,-0.17503,2.26,BTH,22780
45.80123,-0.17428,1.2,VRC,10079
45.81504,-0.17466,4.79,BTH,48283
45.8066,-0.17248,14.35,TRN,125562
45.81598,-0.1737,0.27,BTH,2721
45.82283,-0.1867,5.36,MIS,57191
45.8211,-0.18478,10.14,MIS,108193
45.8259,-0.1866,2.3,VRC,19320
45.83328,-0.18791,0.85,VRC,7139
45.83351,-0.18769,1.0,VRN,8399
45.83124,-0.1864,1.35,TRN,11812
45.81605,-0.18453,1.86,TRN,16275
45.81782,-0.18361,1.99,BTH,20059
45.82485,-0.18504,3.62,BTH,36489
45.82729,-0.18548,2.11,BTH,21268
45.82312,-0.18104,1.56,VRN,13104
45.82882,-0.1854,2.78,BTH,28022
45.83294,-0.18584,7.26,VRC,60984
45.83432,-0.18514,0.43,VRC,3612
45.8392,-0.18787,2.15,VRC,18060
45.84055,-0.18667,4.31,VRC,36203
45.84904,-0.18759,3.56,BTH,35884
45.83659,-0.18638,6.65,VRC,55860
45.83598,-0.18456,0.68,VRN,5712
45.8392,-0.18514,4.47,VRC,37547
45.82073,-0.18262,3.45,VRC,28980
45.82346,-0.18297,1.81,VRC,15203
45.83312,-0.18383,1.94,VRC,16296
45.83398,-0.18393,0.64,BTH,6451
45.81932,-0.18194,1.52,VRN,12768
45.8254,-0.18173,1.33,VRN,11172
45.82528,-0.18103,0.97,VRN,8148
45.8265,-0.18105,4.74,TRN,41475
45.83216,-0.18238,11.66,VRC,97944
45.83636,-0.18445,0.62,VRC,5207
45.83582,-0.18323,3.86,VRC,32424
45.83869,-0.18263,2.87,VRC,24108
45.84044,-0.18351,3.2,BTH,32256
45.84304,-0.18309,2.93,BTH,29534
45.84597,-0.18538,3.48,BTH,35078
45.85142,-0.18296,0.7,BTH,7055
45.8567,-0.18938,3.59,VRC,30156
45.85811,-0.18869,1.12,VRC,9408
45.85363,-0.18636,28.76,BTH,289900
45.85726,-0.18761,0.28,TRN,2450
45.85718,-0.18727,1.02,TRN,8924
45.86592,-0.188,0.68,MIS,7255
45.865,-0.18638,1.89,MIS,20166
45.86806,-0.18706,4.33,ORH,29054
45.87285,-0.19003,1.14,CZH,15184
45.87446,-0.18884,2.94,VRC,24696
45.87617,-0.18931,5.16,VRC,43344
45.88692,-0.19091,2.11,BTH,21268
45.87335,-0.18772,0.94,CZH,12520
45.87866,-0.18761,1.65,VRC,13859
45.8874,-0.18782,4.15,BTH,41832
45.85707,-0.18523,9.82,BTH,98985
