lat,lon,surface,code_culture,value
43.8167,-0.80323,1.9,MIS,20273
43.81945,-0.80349,9.17,MIS,97843
43.8068,-0.80141,3.1,SOJ,53940
43.83674,-0.80351,1.77,MIS,18885
43.8498,-0.80745,18.94,MIS,202089
43.8695,-0.80775,4.12,MIS,43960
43.88676,-0.81963,10.64,MIS,113528
43.87856,-0.81605,22.9,MIS,244343
43.88207,-0.81717,2.95,MIS,31476
43.88949,-0.81617,3.77,MIS,40225
43.90792,-0.8151,42.64,MIS,454968
43.91058,-0.81379,22.53,MIS,240395
43.92348,-0.82118,8.03,MIS,85680
43.9386,-0.82173,2.34,MIS,24967
43.9409,-0.8199,4.05,TRN,35437
43.93977,-0.81822,4.25,MIS,45347
43.944,-0.81595,8.07,MIS,86106
43.88295,-0.81153,0.25,TRN,2187
43.89068,-0.81062,33.84,MIS,361072
43.896,-0.81282,4.68,MIS,49935
43.8975,-0.81006,20.03,MIS,213720
43.9167,-0.81363,3.61,MIS,38518
43.91902,-0.81182,0.01,PTC,117
43.81656,-0.79547,7.27,MIS,77570
43.94014,-0.81401,4.1,MLG,13120
43.94275,-0.81364,5.73,MIS,61139
43.91574,-0.81017,5.1,MIS,54416
43.91882,-0.81092,2.51,MIS,26781
43.92111,-0.81032,16.04,MIS,171146
43.91968,-0.80878,0.71,MIS,7575
43.81614,-0.80141,0.51,MIS,5441
43.81786,-0.80015,8.53,MIS,91015
43.81386,-0.79864,9.25,MIS,98697
43.81636,-0.79848,3.97,MIS,42359
43.8195,-0.79932,2.04,MIS,21766
43.81834,-0.79858,0.45,MIS,4801
43.82221,-0.80113,3.84,MIS,40972
43.83901,-0.80249,1.81,MIS,19312
43.82675,-0.79857,2.03,MIS,21660
43.82428,-0.79804,2.1,MIS,22407
43.82598,-0.79635,2.31,MIS,24647
43.82296,-0.79612,2.15,MIS,22940
43.84788,-0.80328,4.98,MIS,53136
43.87476,-0.80353,17.74,MIS,189285
43.8058,-0.79276,1.84,MIS,19632
43.8189,-0.79456,13.81,MIS,147352
43.816,-0.79105,13.9,MIS,148313
43.82048,-0.7928,5.67,TTH,49215
43.82237,-0.79494,2.16,MIS,23047
43.81216,-0.79107,12.36,MIS,131881
43.77146,-0.77185,0.39,MIS,4161
43.80522,-0.78837,1.26,MIS,13444
43.81483,-0.7889,1.56,MIS,16645
43.81568,-0.78897,0.21,TRN,1837
43.82289,-0.79221,3.27,TTH,28383
43.8394,-0.79258,1.35,MIS,14404
43.82659,-0.79005,6.49,MIS,69248
43.8246,-0.7897,6.15,MIS,65620
43.8454,-0.79169,0.88,MIS,9389
43.85872,-0.79328,3.02,MIS,32223
43.88084,-0.80528,2.59,MIS,27635
43.88423,-0.80539,7.97,MIS,85039
43.88482,-0.80381,0.04,MIS,426
43.88001,-0.80342,3.64,MIS,38838
43.88351,-0.8026,8.26,MIS,88134
43.87888,-0.79936,11.98,MIS,127826
43.91234,-0.804,2.6,MIS,27742
43.9214,-0.80666,0.16,MIS,1707
