lat,lon,surface,code_culture,value
49.27812,-1.02236,2.14,BTH,21571
49.28346,-1.02013,2.21,MLG,7072
49.29722,-1.02714,1.02,MIE,10883
49.2987,-1.02618,5.32,BTH,53625
49.30399,-1.02598,2.27,BTH,22881
49.3076,-1.02681,10.07,BTH,101505
49.30349,-1.02406,2.48,BTH,24998
49.3019,-1.02302,2.81,BTH,28324
49.29986,-1.02193,4.31,BTH,43444
49.30492,-1.02334,3.0,BTH,30240
49.30881,-1.02371,1.14,BTH,11491
49.32974,-1.02674,6.0,CZH,79920
49.35943,-1.03368,4.26,MIE,45454
49.32927,-1.02434,4.29,CZH,57142
49.34628,-1.03919,4.83,CZH,64335
49.34969,-1.03936,2.96,BTH,29836
49.33428,-1.0353,3.87,BTH,39009
49.34508,-1.03691,13.54,BTH,136483
49.34902,-1.03627,12.79,MIE,136469
49.35084,-1.03942,9.24,BTH,93139
49.35795,-1.03886,14.94,BTH,150595
49.3609,-1.03966,2.12,MIE,22620
49.36451,-1.03926,8.05,CZH,107226
49.3609,-1.03799,2.05,BTH,20664
49.33326,-1.03334,6.82,VRG,56333
49.33568,-1.03363,5.72,ORH,38381
49.33714,-1.03283,5.13,MIE,54737
49.33794,-1.0326,2.83,ORP,18989
49.33879,-1.03142,8.4,VRG,69384
49.34452,-1.03382,7.02,CZH,93506
49.36604,-1.03553,6.68,CZH,88977
49.36174,-1.03463,16.56,BTH,166924
49.36492,-1.03456,3.15,BTH,31752
49.38188,-1.04159,2.75,BTH,27720
49.38094,-1.0408,2.14,BTH,21571
49.37586,-1.03925,3.49,BTH,35179
49.37526,-1.03758,1.78,MIE,18992
49.37962,-1.03685,5.92,BTH,59673
49.37202,-1.0344,3.11,MIE,33183
49.33375,-1.02972,6.83,MIS,72876
49.34529,-1.0304,7.76,BTH,78220
49.33776,-1.0281,16.41,VRG,135546
49.34205,-1.02872,1.38,VRG,11398
49.35819,-1.03258,6.96,MIE,74263
49.35099,-1.03149,9.72,BTH,97977
49.36856,-1.03242,3.15,CZH,41958
49.36673,-1.03105,10.18,BTH,102614
49.34544,-1.02751,7.24,BTH,72979
49.33248,-1.02587,8.41,MIE,89734
49.33483,-1.02564,3.97,BTH,40017
49.3597,-1.02896,3.09,BTH,31147
49.3608,-1.02971,8.3,MIE,88561
49.36902,-1.02779,6.15,MIE,65620
49.37264,-1.03107,10.51,MIE,112141
49.37794,-1.03203,6.25,BTH,62999
49.37054,-1.02902,4.43,MIE,47268
49.29044,-1.0209,7.5,MIE,80025
49.36992,-1.02048,3.05,MIE,32543
49.26813,-1.01845,14.33,MIE,152901
49.2609,-1.01624,1.75,MIE,18672
49.26386,-1.01623,11.66,MIE,124412
49.28656,-1.01886,2.28,MIE,24327
49.26036,-1.01468,5.3,MIE,56551
49.26248,-1.01365,0.88,MIE,9389
49.26565,-1.01316,5.67,BTH,57153
49.28727,-1.01571,9.42,BTH,94953
49.2944,-1.01411,14.08,BTH,141926
49.30284,-1.01948,10.71,MIE,114275
49.32978,-1.02181,3.62,CZH,48218
49.30718,-1.01989,18.1,BTH,182448
49.33213,-1.02082,3.28,CZH,43689
49.29663,-1.01765,3.88,MIE,41399
49.29882,-1.0165,2.92,MIE,31156
49.2996,-1.01496,1.39,MIE,14831
49.28072,-1.01069,3.0,MIE,32010
49.33242,-1.01773,3.4,BTH,34272
49.27476,-1.01228,1.27,MIE,13550
49.27752,-1.01143,3.0,ORP,20130
49.28253,-1.012,4.49,MIE,47908
49.26199,-1.00798,1.65,MLG,5280
49.2615,-1.00762,1.32,MIE,14084
49.26183,-1.00679,1.62,MLG,5184
49.26152,-1.00589,0.55,VRG,4543
49.2646,-1.00665,4.41,BTH,44452
49.2684,-1.00451,1.45,MLG,4640
49.275,-1.00685,1.78,MIE,18992
49.28252,-1.00913,2.55,MIE,27208
49.29106,-1.00912,1.03,BTH,10382
49.27953,-1.00682,3.52,BTH,35481
49.2889,-1.00706,6.66,BTH,67132
49.33162,-1.01487,2.61,MIE,27848
49.29728,-1.0091,1.58,MIE,16858
49.30328,-1.00721,5.52,MIE,58898
49.32872,-1.01098,5.44,ORH,36502
49.33711,-1.02403,9.42,MIE,100511
49.33518,-1.02343,0.62,MIE,6615
49.33938,-1.0236,4.27,MIE,45560
49.33558,-1.02218,2.65,CZH,35298
49.35772,-1.02602,1.64,MIE,17498
49.3618,-1.02622,4.18,MIE,44600
49.36245,-1.02517,2.22,CZH,29570
49.35204,-1.02354,1.19,MIE,12697
49.35324,-1.02357,10.51,MIE,112141
49.36002,-1.02445,2.28,MIE,24327
49.36336,-1.02391,6.75,MIE,72022
49.3346,-1.02059,4.35,MIE,46414
49.34511,-1.02128,11.48,BTH,115718
49.3346,-1.01892,8.76,MIE,93469
49.34094,-1.01903,1.3,MIE,13871
49.34271,-1.01917,2.1,MIE,22407
49.36924,-1.02349,12.69,BTH,127915
49.35415,-1.01973,0.75,FLA,15000
49.3609,-1.02014,4.73,MIE,50469
49.3761,-1.0265,13.36,BTH,134668
49.37418,-1.02628,4.35,MIE,46414
49.38542,-1.02786,5.03,MIE,53670
49.37942,-1.02545,7.73,MIE,82479
49.3878,-1.02519,3.07,MIE,32756
49.3813,-1.02474,3.42,MIE,36491
49.37834,-1.0221,5.09,MIE,54310
49.38134,-1.02119,1.85,MIE,19739
49.39108,-1.02428,6.45,BTH,65016
49.33954,-1.01774,3.88,MIE,41399
49.33358,-1.01547,5.99,BTH,60379
49.33525,-1.01604,3.73,BTH,37598
49.3452,-1.01574,9.14,BTH,92131
49.3496,-1.01704,6.77,MIS,72235
49.34788,-1.0154,1.99,MIS,21233
49.3591,-1.01855,2.81,MIE,29982
49.35235,-1.01759,6.8,MIE,72556
49.35468,-1.01741,5.63,BTH,56750
49.36187,-1.01797,2.49,MIE,26568
49.36346,-1.01707,1.78,MIE,18992
49.34101,-1.01337,7.13,BTH,71870
49.34385,-1.01217,5.59,MIS,59645
49.3568,-1.01403,6.38,BTH,64310
49.35962,-1.01447,5.73,CZH,76323
49.36525,-1.01599,3.91,MIE,41719
49.35233,-1.01198,9.48,BTH,95558
49.35432,-1.01188,7.76,BTH,78220
49.35667,-1.01202,4.16,BTH,41932
49.39138,-1.01652,0.87,BTH,8769
49.37501,-1.01754,2.61,MIE,27848
49.37602,-1.01637,2.35,MIE,25074
49.37785,-1.0168,1.99,MLG,6368
49.38976,-1.01763,0.7,MIE,7468
49.39156,-1.01769,4.47,MIE,47694
49.39174,-1.01553,2.7,BTH,27216
49.39292,-1.01516,0.38,CZH,5061
49.2658,-1.0046,4.89,TTH,42445
49.26351,-1.00351,4.81,MIE,51322
49.26079,-1.00306,3.97,MIE,42359
49.27176,-1.00524,14.04,MIE,149806
49.27791,-1.00469,8.33,MIE,88881
49.26399,-1.00237,0.85,VRG,7021
49.26172,-1.00131,1.66,MLG,5312
49.26548,-1.0021,1.53,MIE,16325
49.26972,-1.00314,1.74,MIE,18565
49.28525,-1.00602,3.0,MIE,32010
49.28594,-1.00664,2.44,TTH,21179
49.29297,-1.00705,5.46,BTH,55036
49.29109,-1.00609,2.51,ORH,16842
49.29008,-1.00531,1.03,MIE,10990
49.28348,-1.00403,1.61,MIE,17178
