lat,lon,surface,code_culture,value
47.71225,-2.48859,2.48,BTH,24998
47.70672,-2.48638,5.0,MIE,53350
47.71888,-2.48867,3.19,TTH,27689
47.72084,-2.48748,1.35,MIE,14404
47.71604,-2.48608,0.98,TTH,8506
47.69532,-2.4813,25.19,MIS,268777
47.69046,-2.4802,1.65,MIS,17605
47.70506,-2.48229,1.38,MIS,14724
47.70251,-2.48134,4.64,MIE,49508
47.71884,-2.48594,6.77,BTH,68241
47.71782,-2.48505,1.65,TTH,14322
47.70827,-2.4818,16.06,TTH,139400
47.71916,-2.48258,2.56,MIE,27315
47.65748,-2.47572,1.33,MIE,14191
47.65788,-2.47538,1.48,MIE,15791
47.65843,-2.47447,2.52,MIE,26888
47.67181,-2.47327,1.97,MIE,21019
47.66208,-2.47574,1.51,MLG,4832
47.65956,-2.47373,3.3,ORH,22143
47.66878,-2.47444,2.76,TTH,23956
47.6686,-2.47755,2.46,BTH,24796
47.67134,-2.47621,5.85,BTH,58967
47.68168,-2.47691,0.99,MIS,10563
47.68302,-2.47686,0.85,MIS,9069
47.68576,-2.47764,4.44,TTH,38539
47.68327,-2.47646,5.18,MIE,55270
47.65642,-2.47227,4.51,ORH,30262
47.6605,-2.47196,1.35,MLG,4320
47.659,-2.47116,3.36,MLG,10752
47.6606,-2.47104,1.93,MLG,6176
47.66764,-2.47179,0.14,TTH,1215
47.66654,-2.47036,4.05,TTH,35154
47.66768,-2.47089,1.05,TTH,9114
47.66814,-2.47051,0.46,TTH,3992
47.66982,-2.47356,2.8,TTH,24304
47.68675,-2.47487,3.76,TTH,32636
47.66966,-2.47172,0.99,TTH,8593
47.67063,-2.47107,0.62,TTH,5381
47.6852,-2.47275,1.61,TTH,13974
47.6982,-2.47879,2.94,MIE,31369
47.70134,-2.47957,2.56,MIE,27315
47.69336,-2.478,5.82,MIS,62099
47.71354,-2.48155,3.74,MIE,39905
47.71728,-2.48267,12.02,TTH,104333
47.72014,-2.48238,0.92,MIE,9816
47.72,-2.48138,0.9,MIE,9603
47.71345,-2.4792,9.81,MIE,104672
47.72272,-2.48013,0.2,MIE,2134
47.70208,-2.47731,4.74,MIE,50575
47.6938,-2.47351,9.88,MIS,105419
47.70085,-2.47492,3.06,MIE,32650
47.69768,-2.47394,2.35,BTH,23688
47.7028,-2.47435,4.3,MIE,45881
47.7086,-2.47717,7.0,MIS,74690
47.72298,-2.47889,4.6,MIE,49081
47.71944,-2.47804,8.59,MIE,91655
47.70834,-2.47468,4.76,BTH,47980
47.60027,-2.46325,3.17,MIE,33823
47.60334,-2.46378,1.82,BTH,18345
47.60944,-2.46462,5.58,MIE,59538
47.60698,-2.46327,3.97,MIE,42359
47.60872,-2.46129,2.04,MIE,21766
47.60648,-2.46074,1.4,MIE,14937
47.5801,-2.45769,2.01,BTH,20260
47.58162,-2.45732,0.65,BTH,6552
47.59904,-2.45924,0.91,MIE,9709
47.59968,-2.45958,0.35,MIE,3734
47.59983,-2.45955,0.22,MIE,2347
47.6025,-2.45947,5.13,MIE,54737
47.6038,-2.46028,1.98,BTH,19958
47.60081,-2.4594,2.69,MIE,28702
47.60482,-2.46022,0.75,BTH,7560
47.6051,-2.45887,1.55,MIE,16538
47.6112,-2.46047,3.68,MIE,39265
47.60986,-2.45938,1.52,MIE,16218
47.5992,-2.45771,1.82,MIE,19419
47.60088,-2.4579,0.82,MIE,8749
47.604,-2.45729,0.61,ORH,4093
47.60656,-2.4583,3.56,MIE,37985
47.6095,-2.4584,0.1,TTH,868
47.6085,-2.45805,2.03,TTH,17620
47.61189,-2.45768,1.18,MIE,12590
47.61962,-2.46401,3.64,ORH,24424
47.62247,-2.46292,2.35,MIE,25074
47.6212,-2.46257,0.48,VRG,3964
47.62062,-2.46263,0.28,ORH,1878
47.63502,-2.46685,2.11,TTH,18314
47.63275,-2.46614,3.97,MIE,42359
47.64264,-2.46732,1.84,MIE,19632
47.64458,-2.46717,3.96,MIE,42253
47.3501,-2.42204,1.55,BTH,15623
47.64332,-2.46569,1.23,MIE,13124
47.62232,-2.46213,2.5,ORH,16775
47.61938,-2.46122,4.5,ORH,30195
47.64586,-2.45993,3.0,ORH,20130
47.63178,-2.46181,1.98,MIE,21126
47.62227,-2.45964,4.73,MIE,50469
47.63503,-2.4628,7.17,MIE,76503
47.64001,-2.4628,0.84,MIE,8962
47.63684,-2.46171,0.55,ORH,3690
47.57903,-2.45221,6.34,BTH,63907
47.59692,-2.45624,1.37,CZH,18248
47.59593,-2.45541,1.27,BTH,12801
47.60436,-2.4564,0.24,MIS,2560
47.60152,-2.45555,2.91,ORH,19526
47.60774,-2.45724,0.81,MIE,8642
47.60526,-2.45644,2.59,MIS,27635
47.61011,-2.45656,4.15,MIE,44280
47.5966,-2.45424,1.07,BTH,10785
47.59748,-2.45452,0.91,CZH,12121
47.60574,-2.4547,1.5,ORH,10065
47.35714,-2.42307,2.06,MLG,6592
47.61032,-2.45493,0.48,MIE,5121
47.61056,-2.45486,0.07,VRG,578
47.57738,-2.45054,4.65,MIS,49615
47.579,-2.45082,0.13,MIS,1387
47.57883,-2.45001,1.91,MIS,20379
47.58116,-2.45023,4.06,MIE,43320
47.63426,-2.45993,1.4,ORH,9394
47.57784,-2.44789,1.64,MIS,17498
47.58538,-2.44904,5.36,MIE,57191
47.58722,-2.45025,3.48,MIE,37131
47.60018,-2.45259,1.82,CZH,24242
47.6014,-2.45345,3.11,MIS,33183
47.60393,-2.45334,4.35,ORH,29188
47.59704,-2.45194,8.98,BTH,90518
47.6057,-2.45255,0.97,MIE,10349
47.60883,-2.45236,3.07,BTH,30945
47.6021,-2.45088,1.37,CZH,18248
47.61091,-2.452,1.57,BTH,15825
47.626,-2.45649,0.96,TTH,8332
47.62998,-2.45712,11.56,TTH,100340
47.63136,-2.45644,1.01,CZH,13453
47.60774,-2.45108,4.85,MCR,48112
47.61024,-2.45077,2.86,BTH,28828
47.63074,-2.45911,0.82,TTH,7117
47.62698,-2.45773,0.25,TTH,2170
47.63596,-2.46011,3.4,ORH,22814
47.63458,-2.45858,3.79,TTH,32897
47.64014,-2.46003,3.51,MIE,37451
47.6446,-2.46102,2.5,MIE,26675
47.63691,-2.45711,0.98,TTH,8506
47.64806,-2.45948,3.49,MIE,37238
47.61797,-2.45461,1.14,MIE,12163
47.61918,-2.45478,0.69,MIE,7362
47.61493,-2.45312,4.0,MIE,42680
47.61987,-2.45354,1.8,MIE,19206
47.62423,-2.45591,10.88,MIE,116089
47.62992,-2.45491,10.08,CZH,134265
47.00634,-2.24277,0.11,PTC,1293
47.61833,-2.45337,3.67,MIE,39158
47.62269,-2.45392,7.73,MIE,82479
47.62614,-2.45378,2.3,CZH,30636
47.63258,-2.45446,8.53,TTH,74040
47.64154,-2.45667,0.86,MIS,9176
47.65816,-2.46833,4.02,MLG,12863
47.64018,-2.45383,1.61,MIS,17178
47.65546,-2.46561,8.35,MIE,89094
47.66754,-2.46825,1.05,TTH,9114
47.66675,-2.46776,2.22,BTH,22377
47.6679,-2.46789,0.24,TTH,2083
47.67415,-2.47094,0.62,MIE,6615
47.67218,-2.46966,5.39,MIS,57511
47.67615,-2.47101,8.96,MIE,95603
47.68092,-2.46953,1.84,TTH,15971
47.68276,-2.46916,3.45,TTH,29946
47.6536,-2.46336,5.01,MIE,53456
47.66806,-2.46485,1.0,MLG,3200
47.66792,-2.46421,0.51,MLG,1632
47.66779,-2.46362,1.0,MLG,3200
47.67002,-2.46638,4.22,TTH,36629
47.68362,-2.46824,1.33,MIS,14191
47.66976,-2.46511,1.63,MIE,17392
47.33826,-2.41804,1.2,MIE,12804
47.67508,-2.46583,2.01,TTH,17446
47.6807,-2.46515,1.73,MIS,18459
47.68754,-2.47211,7.97,TTH,69179
