lat,lon,surface,code_culture,value
43.2986,-0.00223,2.57,MIS,27421
43.29445,-0.00117,0.7,MIS,7468
43.29844,-0.00173,0.36,MIS,3841
43.29872,-0.00129,0.67,MIS,7148
43.29363,-3e-05,0.72,TTH,6249
43.29974,-0.00084,1.21,MIS,12910
43.29148,-0.00058,1.8,MIS,19206
43.29316,0.00165,3.39,MIS,36171
43.29546,0.00017,4.35,TRN,38062
43.30028,-0.00125,6.79,MIS,72449
43.30266,0.00069,4.52,MIS,48228
43.29682,0.00036,1.24,MIS,13230
43.2983,0.00118,6.35,MIS,67754
43.30396,0.0009,2.07,MIS,22086
43.30424,0.00182,3.45,MIS,36811
43.30483,0.00212,2.4,MIS,25608
43.3183,-0.00959,3.48,MIS,37131
43.3205,-0.00961,0.43,MIS,4588
43.32104,-0.01096,0.61,TTH,5294
43.32258,-0.01025,0.09,TTH,781
43.32774,-0.01171,3.83,TRN,33512
43.32004,-0.00845,1.07,MIS,11416
43.31974,-0.00811,0.3,MIS,3201
43.3186,-0.00794,1.25,MIS,13337
43.31972,-0.00795,0.03,MIS,320
43.32005,-0.00794,0.01,MIS,106
43.32753,-0.00953,8.81,ORH,59115
43.3379,-0.01083,2.35,MIS,25074
43.3307,-0.01073,1.87,BTH,18849
43.33618,-0.01131,3.21,MIS,34250
43.34482,-0.01215,0.55,MIS,5868
43.34036,-0.01107,2.47,BTH,24897
43.33985,-0.00934,2.03,MIS,21660
43.34176,-0.00924,4.28,ORH,28718
43.31704,-0.00416,1.52,MIS,16218
43.34466,-0.00954,0.94,MIS,10029
43.31192,-0.00703,5.03,TTH,43660
43.3189,-0.00774,0.09,MIS,960
43.32516,-0.00745,2.2,MIS,23474
43.33026,-0.00785,1.72,BTH,17337
43.32483,-0.00635,2.47,MIS,26354
43.31345,-0.00577,1.32,BTH,13305
43.32712,-0.00539,2.16,MIS,23047
43.33872,-0.00802,0.43,MIS,4588
43.33384,-0.00777,1.3,MIS,13871
43.33955,-0.00888,1.11,MIS,11843
43.33977,-0.00793,0.36,MIS,3841
43.34097,-0.00756,0.44,MIS,4694
43.3473,-0.00784,2.18,MIS,23260
43.33366,-0.00539,0.2,MIS,2134
43.3714,-0.0119,0.65,BTH,6552
43.34754,-0.00667,1.39,MIS,14831
43.35362,-0.01133,0.81,MIS,8642
43.35962,-0.01364,2.14,MIS,22833
43.35996,-0.01324,1.04,MIS,11096
43.36017,-0.013,1.04,TRN,9100
43.36468,-0.01263,3.45,MIS,36811
43.35537,-0.0105,0.68,MIS,7255
43.35714,-0.01149,3.21,MIS,34250
43.35474,-0.0105,1.86,MIS,19846
43.35118,-0.00983,1.58,MIS,16858
43.36042,-0.01182,4.14,MIS,44173
43.35842,-0.01093,0.36,SOJ,6264
43.36378,-0.01168,1.46,BTH,14716
43.36498,-0.0109,1.27,TRN,11112
