lat,lon,surface,code_culture,value
46.36341,-0.83047,14.26,BDH,143740
46.36754,-0.83044,9.43,BTH,95054
46.37678,-0.83253,6.33,MIS,67541
46.38146,-0.83296,5.72,MIS,61032
46.37,-0.83049,2.08,BDH,20966
46.38206,-0.83148,4.93,BDH,49694
46.36646,-0.82756,3.1,BDH,31248
46.36693,-0.82647,1.43,BDH,14414
46.36045,-0.826,14.37,MIS,153327
46.36452,-0.82544,4.59,BTH,46267
46.3692,-0.82905,9.07,MIS,96776
46.37694,-0.82946,7.23,BDH,72878
46.37082,-0.82772,0.95,BDH,9575
46.38109,-0.82965,4.8,MIS,51216
46.38582,-0.83058,18.8,BDH,189504
46.38284,-0.82748,5.18,MIS,55270
46.31328,-0.82159,22.24,BDH,224179
46.31738,-0.82097,3.82,MIS,40759
46.31967,-0.81942,14.28,TRN,124950
46.32701,-0.82126,13.76,MIS,146819
46.34744,-0.82358,8.93,TRN,78137
46.33082,-0.81833,2.94,BTH,29635
46.31581,-0.81849,21.21,MIS,226310
46.32087,-0.81629,3.89,MIE,41506
46.31866,-0.81524,7.21,BDH,72676
46.32536,-0.81743,13.09,MIS,139670
46.3287,-0.81676,6.43,MIS,68608
46.33393,-0.81847,10.24,MIE,109260
46.34554,-0.81983,2.18,MIS,23260
46.35658,-0.82203,25.95,BDH,261576
46.36666,-0.82445,6.75,MIS,72022
46.3513,-0.82182,17.91,TRN,156712
46.3669,-0.82312,2.81,TRN,24587
46.36106,-0.82277,18.99,TRN,166162
46.3696,-0.82518,5.07,BDH,51105
46.37134,-0.82515,0.22,FLA,4400
46.37537,-0.82584,15.89,BDH,160171
46.38526,-0.82651,5.57,BDH,56145
46.38426,-0.82586,2.04,BDH,20563
46.38062,-0.82505,3.11,BDH,31348
46.37767,-0.82348,4.54,BDH,45763
46.3828,-0.82485,6.83,MIS,72876
46.38616,-0.82407,7.34,BDH,73987
46.36628,-0.82204,2.56,MCR,25395
46.36566,-0.8211,1.74,BDH,17539
46.35404,-0.81916,5.2,BTH,52416
46.36594,-0.8203,1.63,MIS,17392
46.3744,-0.82028,21.84,MIS,233032
46.38064,-0.82206,6.4,MIS,68288
46.37718,-0.8214,3.74,MIS,39905
46.38524,-0.82162,1.05,BDH,10584
46.38339,-0.82022,9.52,BDH,95961
46.39124,-0.83344,2.84,MIE,30302
46.39278,-0.83297,2.37,MIS,25287
46.39676,-0.8335,1.0,BTH,10080
46.39815,-0.83365,3.69,MIE,39372
46.38771,-0.83156,7.48,BDH,75398
46.40358,-0.83308,6.36,BTH,64108
46.41246,-0.83451,11.03,MIS,117690
46.41504,-0.83522,10.88,TRN,95200
46.42333,-0.83621,7.09,ORH,47573
46.41005,-0.83359,1.05,MIS,11203
46.40685,-0.83278,5.44,MIS,58044
46.41978,-0.83417,9.54,BTH,96163
46.41495,-0.83273,2.3,BTH,23184
46.39064,-0.82865,10.11,BTH,101908
