lat,lon,surface,code_culture,value
47.99011,-0.60157,7.17,MIE,76503
47.99863,-0.60122,2.74,TTH,23783
47.99578,-0.59997,6.18,MIE,65940
47.99286,-0.59832,16.89,BTH,170251
47.9995,-0.60063,1.12,ORH,7515
47.9562,-0.59119,2.04,ORH,13688
48.00375,-0.60331,3.67,BTH,36993
48.0069,-0.60324,1.95,BTH,19656
48.01118,-0.60384,15.76,BTH,158860
48.00127,-0.60161,3.33,ORH,22344
48.00858,-0.60097,13.73,ORP,92128
47.95078,-0.59711,11.23,ORH,75353
47.9545,-0.59491,8.75,ORH,58712
47.95548,-0.59036,1.03,ORH,6911
47.96968,-0.59384,9.0,MIE,96030
47.9782,-0.59707,7.53,BTH,75902
47.96682,-0.59542,8.74,MIE,93255
47.97996,-0.59638,5.16,MIE,55057
47.95142,-0.59271,2.79,ORH,18720
47.95244,-0.59213,0.41,VRG,3386
47.9573,-0.59236,8.95,MIE,95496
47.96086,-0.59209,1.76,MIE,18779
47.97466,-0.59431,15.9,BTH,160272
47.98046,-0.59382,1.33,MIE,14191
47.96744,-0.59156,15.28,BTH,154022
47.98316,-0.59609,8.21,BTH,82756
47.98636,-0.59657,4.45,CZH,59274
47.99932,-0.59663,2.82,MIE,30089
47.99488,-0.59629,13.86,BTH,139708
48.00101,-0.59954,4.96,ORH,33281
48.01185,-0.59998,14.75,MIE,157382
48.00292,-0.59791,4.85,BTH,48888
48.01696,-0.59822,5.71,BTH,57556
47.98599,-0.59521,0.72,BTH,7257
47.9843,-0.59433,1.56,TRN,13650
47.98818,-0.5941,3.91,BTH,39412
47.99776,-0.59619,3.29,BTH,33163
47.98974,-0.59373,1.63,BTH,16430
48.00503,-0.5961,8.62,MIE,91975
48.00733,-0.59616,3.39,MIE,36171
48.001,-0.59479,7.4,BTH,74592
48.00898,-0.59668,6.45,MIE,68821
48.0161,-0.59691,1.64,BTH,16531
48.00308,-0.59313,3.37,BTH,33969
48.00595,-0.59443,2.52,MIE,26888
48.01262,-0.59408,7.34,CZH,97768
48.01406,-0.59544,3.66,CZH,48751
48.01581,-0.5945,3.02,ORH,20264
48.02191,-0.60568,5.11,BTH,51508
48.01854,-0.60518,3.79,MIE,40439
48.03014,-0.60625,13.09,BTH,131947
48.03369,-0.6062,4.3,BTH,43344
48.03778,-0.60892,8.37,BTH,84369
48.04114,-0.61003,10.36,BTH,104428
48.0452,-0.60989,1.24,BTH,12499
48.04354,-0.60763,14.39,BTH,145051
48.0466,-0.60924,2.31,BTH,23284
48.0456,-0.60802,0.81,MIE,8642
48.05112,-0.6084,10.09,CZH,134398
48.05444,-0.60797,3.7,MIE,39479
48.03108,-0.60405,5.63,BTH,56750
48.02,-0.60178,5.42,BTH,54633
48.01833,-0.60146,6.24,MIE,66580
48.0257,-0.60168,4.73,MIE,50469
48.03479,-0.6039,1.24,BTH,12499
48.03628,-0.60237,10.64,MIS,113528
48.04534,-0.60612,5.46,BTH,55036
48.05164,-0.60626,1.41,MLG,4512
48.0469,-0.60493,12.03,BTH,121262
48.049,-0.60496,9.74,BTH,98179
48.03938,-0.6033,2.78,ORH,18653
48.06058,-0.609,2.2,BTH,22176
48.06572,-0.61048,2.19,CZH,29170
48.0706,-0.61139,3.86,ORH,25900
48.05528,-0.60822,27.2,TTH,236096
48.08359,-0.61075,9.18,MIE,97950
48.08122,-0.61096,10.11,BTH,101908
48.07656,-0.60822,12.77,BTH,128721
48.07892,-0.6092,3.87,MIE,41292
48.08692,-0.60895,2.8,MIE,29876
47.2605,-0.5031,0.83,VRC,6971
