lat,lon,surface,code_culture,value
48.83884,-1.09894,5.71,MIE,60925
48.84026,-1.09855,2.54,MIE,27101
48.83994,-1.09884,0.67,MIE,7148
48.8488,-1.09985,1.6,MIE,17072
48.85656,-1.10565,3.12,BTH,31449
48.85937,-1.10604,3.6,MLG,11520
48.86725,-1.10592,0.8,MIE,8536
48.86816,-1.10606,2.37,MIE,25287
48.84986,-1.10431,15.3,BTH,154224
48.867,-1.10539,1.17,MIE,12483
48.87461,-1.10756,3.23,MIE,34464
48.8585,-1.10013,5.2,ORH,34892
48.87064,-1.10658,3.02,MIE,32223
48.87284,-1.10632,0.94,ORH,6307
48.8747,-1.10582,0.46,ORH,3086
48.87917,-1.10706,4.09,BTH,41227
48.87606,-1.10441,1.8,MIE,19206
48.88551,-1.10619,6.72,BTH,67737
48.85482,-1.10199,3.05,ORH,20465
48.85745,-1.10247,4.91,MIE,52389
48.85944,-1.10221,2.67,MIE,28488
48.86086,-1.10273,1.7,MIE,18139
48.86884,-1.10271,5.54,MIE,59111
48.8651,-1.10225,2.22,MIE,23687
48.85084,-1.09954,9.97,MLG,31904
48.85546,-1.09984,4.03,MIE,43000
48.86708,-1.10093,1.35,MIE,14404
48.86123,-1.10008,1.57,MIE,16751
48.87298,-1.10373,4.44,ORH,29792
48.8927,-1.11293,4.96,MIE,52923
48.88727,-1.10221,5.05,MIE,53883
48.90424,-1.11571,1.73,MIE,18459
48.8881,-1.11322,1.19,MLG,3808
48.89534,-1.11349,3.23,MLG,10336
48.88716,-1.11263,1.0,MIE,10670
48.88952,-1.1119,3.99,MIE,42573
48.8989,-1.11348,2.26,ORP,15164
48.89642,-1.11273,1.88,MLG,6016
48.90168,-1.11433,3.3,MIE,35211
48.90792,-1.11634,3.74,MIE,39905
48.91404,-1.11662,4.66,MIE,49722
48.9195,-1.11719,1.11,MIE,11843
48.91111,-1.1141,0.52,MIE,5548
48.92156,-1.11658,4.47,MIE,47694
48.92294,-1.11621,2.62,MIE,27955
48.9193,-1.11486,1.09,MIE,11630
48.92122,-1.11498,5.1,MIE,54416
48.89502,-1.11247,2.75,MLG,8800
48.8883,-1.11064,1.57,MLG,5024
48.89092,-1.11071,6.23,MIE,66474
48.90316,-1.11243,2.16,BTH,21772
48.89367,-1.11005,1.02,MIE,10883
48.90378,-1.11139,1.26,MIE,13444
48.90431,-1.11046,1.23,MIE,13124
48.91823,-1.11357,0.95,MIE,10136
48.91948,-1.11245,1.59,MIE,16965
48.91073,-1.1114,8.12,MIE,86640
48.92531,-1.11524,1.53,MIE,16325
48.92136,-1.11282,4.4,MIE,46948
48.9386,-1.11999,3.78,MIE,40332
48.94114,-1.11915,2.46,MIE,26248
48.9369,-1.11803,3.0,MIE,32010
48.92894,-1.11608,2.06,MIS,21980
48.93058,-1.11638,1.37,MLG,4384
48.93559,-1.11785,1.55,MIE,16538
48.94102,-1.1179,1.46,MIE,15578
48.9419,-1.11711,0.06,PTC,705
48.95801,-1.11968,2.62,MLG,8384
48.94517,-1.11832,2.34,MIE,24967
48.92958,-1.11434,1.25,MIE,13337
48.93934,-1.11478,2.66,MIE,28382
48.92651,-1.11285,1.88,MIE,20059
48.92406,-1.11184,3.72,MIE,39692
48.93524,-1.11459,1.64,MIE,17498
48.94052,-1.11357,1.62,MIE,17285
48.94576,-1.11689,1.79,MIE,19099
48.94676,-1.11474,3.55,MIE,37878
48.94596,-1.11395,2.1,TTH,18228
48.94556,-1.11341,1.42,MIE,15151
48.95108,-1.1144,1.77,MCR,17558
48.95342,-1.11531,3.0,MLG,9600
48.95311,-1.11377,2.7,MIE,28809
48.95451,-1.11405,0.42,MCR,4166
48.88903,-1.10914,3.23,MIE,34464
48.88834,-1.10742,1.16,MIE,12377
48.89045,-1.10718,2.08,MIE,22193
48.89384,-1.1081,0.88,MIE,9389
48.89309,-1.10723,1.66,BTH,16732
48.88738,-1.10574,1.88,MIE,20059
48.8941,-1.10607,0.81,MIE,8642
48.9002,-1.10682,4.43,MIE,47268
48.91212,-1.1104,7.92,TTH,68745
48.90966,-1.10815,1.65,MIE,17605
48.91967,-1.10986,9.2,TTH,79856
48.89283,-1.10547,0.72,BTH,7257
48.89756,-1.10542,1.31,MIE,13977
48.89902,-1.10514,5.56,MIE,59325
48.8964,-1.10339,1.17,MIE,12483
48.89364,-1.10335,5.16,BTH,52012
48.90918,-1.10548,3.89,MIE,41506
48.91196,-1.10371,19.51,MIE,208171
48.92715,-1.11138,4.12,BTH,41529
48.92782,-1.10851,2.33,MIE,24861
48.93275,-1.10916,10.1,MIE,107767
48.94882,-1.11159,1.83,MIE,19526
48.943,-1.11017,1.0,MIE,10670
48.95474,-1.11036,1.6,ORH,10736
48.95726,-1.11089,3.61,MIE,38518
48.9588,-1.11061,7.6,MLG,24320
48.95328,-1.10918,1.41,ORH,9461
48.93894,-1.1075,2.46,MIE,26248
48.93676,-1.10597,2.95,BTH,29736
48.94216,-1.1066,2.47,MIE,26354
48.94744,-1.10901,2.96,BTH,29836
48.9522,-1.10894,1.39,ORH,9326
48.94809,-1.10703,5.84,BTH,58867
48.95786,-1.10822,1.53,MLG,4896
48.95975,-1.10781,3.74,MIE,39905
48.66858,-1.08073,5.15,MIE,54950
48.6838,-1.08356,3.24,ORH,21740
48.68988,-1.08545,2.33,MIE,24861
48.68603,-1.08421,2.49,MIE,26568
48.6988,-1.08573,2.1,MIE,22407
48.68899,-1.0837,7.05,MIE,75223
48.68586,-1.08281,4.3,ORP,28853
48.69736,-1.08449,3.57,MIE,38091
48.70177,-1.08545,2.5,BTH,25200
48.69856,-1.08356,4.14,MIE,44173
48.68016,-1.08173,5.2,MIE,55484
48.66728,-1.07828,2.29,MIE,24434
48.67165,-1.07888,3.43,MIE,36598
48.67538,-1.07853,9.13,MIE,97417
48.70561,-1.08671,2.21,BTH,22276
48.6979,-1.08084,2.01,BTH,20260
48.70094,-1.08204,4.79,MIE,51109
48.70864,-1.08686,1.23,MIE,13124
48.71064,-1.08738,1.93,BTH,19454
48.70628,-1.08563,1.04,BTH,10483
