lat,lon,surface,code_culture,value
48.27484,0.0025,0.92,MLG,2944
48.28166,0.00024,11.21,MIS,119610
48.29216,-0.00186,11.32,MIS,120784
48.2861,0.00104,11.37,MIS,121317
48.28978,-0.00077,3.01,BTH,30340
48.27674,0.00165,6.74,MIS,71915
48.2752,0.00203,0.69,MLG,2207
48.27816,0.00186,0.06,MIS,640
48.27832,0.00231,0.96,VRG,7929
48.28067,0.00196,14.78,BTH,148982
48.29466,-0.00347,2.85,BTH,28728
48.29669,-0.00176,3.29,CZH,43822
48.30622,-0.00262,10.82,BTH,109065
48.31455,-0.00519,0.71,MCR,7043
48.29831,-0.00192,4.3,ORH,28853
48.29564,-0.00037,6.43,BTH,64814
48.30996,-0.00196,0.21,CZH,2797
48.3108,-0.00183,2.14,MIE,22833
48.30823,-0.00199,6.16,BTH,62092
48.29398,0.00145,6.58,BTH,66326
48.30458,-0.00017,1.62,BTH,16329
48.30244,0.00072,1.7,CZH,22644
48.31046,-0.00015,7.99,BTH,80539
48.315,-0.0025,3.87,MIE,41292
48.31448,-0.00128,4.65,MIS,49615
48.32681,-0.004,3.81,BTH,38404
47.2912,0.14317,0.03,VRC,252
48.32916,-0.00215,3.69,BTH,37195
48.32328,-0.00172,3.07,CZH,40892
48.32541,-0.00148,1.56,TTH,13540
48.32499,-0.00074,1.73,ORH,11608
48.32275,-0.00032,2.16,ORH,14493
48.26722,0.00493,0.64,MIE,6828
48.2605,0.00698,5.23,BTH,52718
48.26804,0.00604,6.4,MIE,68288
48.2751,0.00604,0.96,MLG,3072
48.27504,0.00644,0.92,MLG,2944
48.27475,0.00658,0.36,MLG,1152
48.29349,0.00321,5.89,MIS,62846
48.28832,0.003,2.74,ORH,18385
48.2911,0.00352,2.76,BTH,27820
48.27532,0.00575,0.21,MLG,672
48.28592,0.00448,4.5,MIS,48015
48.28478,0.00555,0.09,VRG,743
48.35169,-0.00037,3.36,BTH,33868
48.29182,0.0047,0.89,ORH,5971
48.28982,0.00544,4.42,BTH,44553
48.29084,0.00521,1.21,MIS,12910
48.26464,0.0092,6.57,MIE,70101
48.26892,0.00886,5.72,MIE,61032
48.27818,0.00674,0.28,VRG,2312
48.27786,0.00708,0.02,VRG,165
48.28732,0.00686,5.58,MIS,59538
48.28896,0.00778,3.42,CZH,45554
48.29346,0.00645,6.02,MIE,64233
48.27949,0.00893,1.38,MIS,14724
48.28596,0.00902,1.52,MIS,16218
48.29664,0.00224,1.33,TRN,11637
48.29984,0.00307,2.12,BTH,21369
48.30664,0.0024,1.9,ORH,12748
48.30892,0.00178,0.59,MIE,6295
48.31012,0.00231,0.99,MIE,10563
48.29708,0.0037,3.02,BTH,30441
48.2937,0.00484,2.06,ORH,13822
48.29584,0.00492,2.05,ORH,13755
48.30253,0.00338,11.59,ORH,77768
48.30912,0.0028,0.33,BTH,3326
48.31101,0.00258,5.69,ORH,38179
48.32079,0.00017,2.9,ORH,19459
48.31412,0.00239,4.39,MCR,43548
48.31998,0.002,1.22,CZH,16250
48.32454,0.00142,2.99,ORP,20062
48.3143,0.00327,0.56,MIE,5975
48.31842,0.00181,4.23,CZH,56343
48.31825,0.00298,0.15,CZH,1998
48.32194,0.00219,2.89,BTH,29131
47.29119,0.14336,0.22,VRC,1848
48.29382,0.0057,1.5,ORH,10065
48.29647,0.00668,9.19,BTH,92635
48.30317,0.00706,10.86,CZH,144655
47.28352,0.14454,0.78,VRC,6552
48.3179,0.00435,5.85,MLG,18720
48.32136,0.00395,8.03,BTH,80942
48.32942,0.00346,2.51,ORH,16842
48.3119,0.00657,2.72,BTH,27417
48.31648,0.00593,4.33,MIE,46201
48.32281,0.00598,0.86,MLG,2752
48.32816,0.00529,9.43,MIE,100618
48.33214,-0.00664,3.33,MIE,35531
48.33904,-0.00637,7.86,ORH,52740
48.33352,-0.00488,4.44,MCR,44044
48.33735,-0.00483,4.9,TTH,42532
48.33538,-0.00436,6.19,ORH,41534
48.35158,-0.00813,2.94,MIS,31369
48.35038,-0.00767,0.59,BTH,5947
48.35262,-0.00788,1.84,SOG,18252
48.35288,-0.00787,0.0,SOG,0
48.35344,-0.00874,6.07,BTH,61185
48.36554,-0.00905,7.84,BTH,79027
48.36168,-0.00763,4.2,ORH,28182
48.35726,-0.00676,4.24,TTH,36803
48.36052,-0.00602,3.37,BTH,33969
48.3389,-0.00372,3.55,MCR,35216
48.3459,-0.00347,6.75,BTH,68039
48.34798,-0.00387,1.51,BTH,15220
48.33289,-0.00179,5.55,TTH,48173
48.33468,-0.00068,6.18,BTH,62294
48.34393,-0.00149,8.25,BTH,83160
48.34756,-0.00227,4.2,CZH,55944
48.35042,-0.00466,2.98,BTH,30038
48.35168,-0.00413,7.63,BTH,76910
48.36176,-0.00461,6.02,BTH,60681
48.35674,-0.00322,2.65,MIE,28275
48.34992,-0.0016,2.8,BTH,28224
48.35111,-0.00167,1.15,BTH,11591
48.35508,-0.00174,1.98,MIE,21126
48.36556,-0.00253,6.31,MIE,67327
48.37442,-0.00821,6.91,ORH,46366
48.37882,-0.00949,1.62,MIS,17285
48.3776,-0.00723,7.36,MIS,78531
48.38968,-0.00615,12.98,BTH,130838
48.37562,-0.00486,4.03,MIE,43000
48.37375,-0.00377,1.02,CZH,13586
48.37895,-0.00494,8.52,BTH,85881
48.38166,-0.00437,4.81,BTH,48484
48.33785,-0.00043,4.86,MIE,51856
48.3394,0.00011,3.67,MIE,39158
48.33088,0.0012,8.03,MIE,85680
48.34108,0.00285,3.17,BTH,31953
48.34276,0.00297,1.85,ORP,12413
